category,datetime,headline,id,image,related,source,summary,url
company,1680281464,2 Stocks to Watch From the Prospering Computer Industry,119547559,https://media.zenfs.com/en/zacks.com/d2c4e75532d5286fce198ce9e873d8d8,AAPL,Yahoo,"The Computer - Mini Computers industry is suffering from waning demand for PC, massive supply-chain and logistical issues, and geopolitical challenges. However, the strong demand for enterprise devices bodes well for Apple (AAPL) and HP (HPQ).",https://finnhub.io/api/news?id=fba3b97bd0e6809dc9c3446f163252612edd194d2f5543286967ea28f26838ce
company,1680281160,Apple Is Quietly Worrying About its Answer to the Metaverse,119547560,https://s.yimg.com/ny/api/res/1.2/zyZEzCL7iYEgPwpcneqh7g--/YXBwaWQ9aGlnaGxhbmRlcjt3PTEyMDA7aD02NzU-/https://media.zenfs.com/en/thestreet.com/dc106d02d9bd28857f3885c776aaa6aa,AAPL,Yahoo,"Apple is reportedly concerned that its AR/MR headset announcement won't recreate an 'astounding iPhone moment,' an analyst says.",https://finnhub.io/api/news?id=8fc3709921bdb78749ba7a87b893832084099780cb9989852499444ea845d6db
company,1680280702,UPDATE 2-Apple wins appeal against UK's decision to investigate its mobile browser,119546118,https://s.yimg.com/cv/apiv2/social/images/yahoo_default_logo-1200x1200.png,AAPL,Yahoo,"Apple Inc won its appeal against the decision by Britain's antitrust regulator to launch an investigation into its mobile browser and cloud gaming services, the Competition Appeal Tribunal (CAT) ruled on Friday.  Regulator the Competition and Market Authority (CMA) opened a full investigation in November into the dominance of Apple and Alphabet Inc's Google in mobile browsers, and the possibility of the iPhone maker restricting the cloud gaming market through its app store.  Apple argued that the CMA had ""no power"" to launch such a probe because it did so too late.",https://finnhub.io/api/news?id=469000e240f5a75574abd52e07f874d9adc554fe7260a1ac39127456ba6d91d3
company,1680280260,"Apple Inc. stock rises Friday, still underperforms market",119556773,https://images.mktw.net/im-213861/social,AAPL,MarketWatch,"Shares of Apple Inc. advanced 1.56% to $164.90 Friday, on what proved to be an all-around positive trading session for the stock market, with the NASDAQ...",https://finnhub.io/api/news?id=17c4eef845491493a0e70c5e7660d483dbb70c74a0dc2c52a0ee058742678555
company,1680278280,Activision Stock Is Too Cheap: Analysts. They Expect Sale to Microsoft to Close.,119556775,https://images.barrons.com/im-755094/social,AAPL,MarketWatch,"Wall Street ""currently undervalues"" the likelihood that regulators will allow the merger to be completed, according to New Street Research.",https://finnhub.io/api/news?id=d2090d7555432c09aed3101a497fdab21aa76851bcd02f8fc72347f0df0059e2
company,1680274380,What tech bust? Big Tech stocks gained $2 trillion in roaring start to 2023,119555955,https://images.mktw.net/im-755471/social,AAPL,MarketWatch,"Big Tech had a big first quarter, with the largest 10 companies growing their value by nearly $2 trillion to start the year.",https://finnhub.io/api/news?id=2214975692a30ff37b2cf946f8175c5b96d7eaec3e4385846fcddf43a84f18c7
company,1680271399,"GM plans to phase out Apple CarPlay in EVs, with Google's help",119546120,https://media.zenfs.com/en/reuters-finance.com/872055d9c5ed4837514b0186f9107dc8,AAPL,Yahoo,"General Motors plans to phase out widely-used Apple CarPlay and Android Auto technologies that allow drivers to bypass a vehicle's infotainment systems, shifting instead to built-in infotainment systems developed with Google for future electric vehicles.  Apple CarPlay and Android Auto systems allow users to mirror their smartphone screens in a vehicle's dashboard display.  GM's decision to stop offering those systems in future electric vehicles, starting with the 2024 Chevrolet Blazer, could help the automaker capture more data on how consumers drive and charge EVs.",https://finnhub.io/api/news?id=8a09159e40e6e7c84fd38f9f4e9f5151a103fd3b41d2bf049f37df246a7ca3cb
company,1680271200,"CORRECTED-GM plans to phase out Apple CarPlay in EVs, with Google's help",119546122,https://s.yimg.com/cv/apiv2/social/images/yahoo_default_logo-1200x1200.png,AAPL,Yahoo,"General Motors plans to phase out widely-used Apple CarPlay and Android Auto technologies that allow drivers to bypass a vehicle's infotainment systems, shifting instead to built-in infotainment systems developed with Google for future electric vehicles.  Apple CarPlay and Android Auto systems allow users to mirror their smartphone screens in a vehicle's dashboard display.",https://finnhub.io/api/news?id=526da37f71258cd767c1c313447352225f5aee75d7242fd322274c0510a03365
company,1680270595,Apple Is Still a Buy Despite Market Rumors of an Impending Recession,119546124,https://s.yimg.com/ny/api/res/1.2/fvTnf2AbxgnqWXePFFKdOw--/YXBwaWQ9aGlnaGxhbmRlcjt3PTEyMDA7aD04MDA-/https://media.zenfs.com/en/motleyfool.com/ce95b8baf849cd1dba196c4aef4fac74,AAPL,Yahoo,Even this famous consumer electronics company's growth and profits have declined in a worsening economic environment.,https://finnhub.io/api/news?id=d453d4ef0c5405e8db75f25719194b27615c8a20770c85595c71bfee92b11aab
company,1680267600,3 Things About Apple That Smart Investors Know,119547566,https://s.yimg.com/ny/api/res/1.2/j17hofyY3OxSJquvKPiJlg--/YXBwaWQ9aGlnaGxhbmRlcjt3PTEyMDA7aD04MDA-/https://media.zenfs.com/en/motleyfool.com/0b0282776dfa1cb4988fad0734d7db7d,AAPL,Yahoo,"Shares of Apple (NASDAQ: AAPL) have a reputation for reliable growth, rising 279% in the last five years and 897% in the last decade.  Apple often faces scrutiny as the company with the largest market cap in the world at about $2.5 trillion.  Most recently, it made headlines for its ventures into finance and mixed reality.",https://finnhub.io/api/news?id=acaa13294f2dea9d7f5c17194e5b0fde6894e7768fc6d7ac6d93c2e9564596e8
company,1680266951,US Appeals Court Rules In Favor Of Apple In Patent Infringement Case Against VirnetX,119547567,https://media.zenfs.com/en/Benzinga/2287a32ab1aa514c0de8ac35bc550281,AAPL,Yahoo,"Apple Inc (NASDAQ: AAPL) turned the tables in its favor by convincing a U.S. appeals court on Thursday to uphold a patent tribunal's ruling. The U.S. Court of Appeals for the Federal Circuit affirmed a decision from the U.S. Patent and Trademark Office invalidating the two patents VirnetX Holding Corp (NYSE: VHC) had accused Apple of infringing, Reuters reports citing court documents. The Federal Circuit on Thursday affirmed decisions by the USPTO's Patent Trial and Appeal Board that the patents",https://finnhub.io/api/news?id=27df602eee38b7815b825ff259b9b2e4a69dfcca38290a58d452ed9a2640cf48
company,1680265876,The Bigger Advantage Of Apple Pay Later You Didn't Know About,119535811,https://static.seekingalpha.com/cdn/s3/uploads/getty_images/457552034/image_457552034.jpg?io=getty-c-w1536,AAPL,SeekingAlpha,Apple Inc. expanded its foray into consumer financing with the rollout of Apple Pay Later earlier this week. Read for our take on what this may mean for AAPL.,https://finnhub.io/api/news?id=d352fa0fe3df67b34a20183f5ba195e4b90e641fd07f382e962300ebcfa44221
company,1680264180,"Apple wins UK appeal, quashing probe into mobile browser dominance",119541505,,AAPL,Seeking Alpha,Looking for stock market analysis and research with proves results? Zacks.com offers in-depth financial research with over 30years of proven results.,https://finnhub.io/api/news?id=8ceab351a794ea32cb1567ec350c7c7415171e63981743eb0b9fee2c8c132448
company,1680264000,Which Is the Better Dividend Stock: Viatris or Apple?,119547568,https://s.yimg.com/ny/api/res/1.2/nCrl25ucnP1bUg3mfUaAFw--/YXBwaWQ9aGlnaGxhbmRlcjt3PTEyMDA7aD04MDA-/https://media.zenfs.com/en/motleyfool.com/1b1ba34960ccdca32b0c1ef055de246c,AAPL,Yahoo,"Viatris (NASDAQ: VTRS) and Apple (NASDAQ: AAPL) are two dividend-paying stocks that don't have much in common, which can make them a bit difficult to compare as investments.  Whereas Viatris makes generic medicines like Lipitor, Apple makes its own branded products like the iPhone.  There are a few arguments for considering Viatris a better dividend stock than Apple, starting with the fact that the generic drug manufacturer will yield you a lot more in dividend income per dollar.",https://finnhub.io/api/news?id=975bbff89083b228511fba0e5e3cc21a772d0512a45fa02685c47969c887b1bc
company,1680262380,The Bigger Advantage Of Apple Pay Later You Didn`t Know About,119541506,,AAPL,Seeking Alpha,Looking for stock market analysis and research with proves results? Zacks.com offers in-depth financial research with over 30years of proven results.,https://finnhub.io/api/news?id=031853242d73fbd056dd59d5f887c69f17d84b07f09d3f706ba2dd1252c23339
company,1680262250,Apple Store’s Worst Deals? Employees Reveal 3 Tactics That Make You Spend More Money,119547569,https://s.yimg.com/ny/api/res/1.2/Zs70WxTPf3h.2G4y32nU9g--/YXBwaWQ9aGlnaGxhbmRlcjt3PTEyMDA7aD02NzU-/https://media.zenfs.com/en/gobankingrates_644/e37fcfaf7c95a8e31473022a9c95736a,AAPL,Yahoo,"Apple has stormed the world with its sleek technology and holds dominion as the most valuable company in the world, worth $2.64 trillion dollars as of March 30. Apple products are in such high demand...",https://finnhub.io/api/news?id=6a5bec78904e26a0eef5bed8557487d54e0013d771cce39cb43e77cfae5669f4
company,1680260880,Can the Nasdaq's Q1 Outperformance Extend to Q2?,119534956,https://www.nasdaq.com/sites/acquia.prod/files/2019/10/22/nasdaq-tower3.jpg?1959509724,AAPL,Nasdaq,"QQQ has gained 18.6%, the S&P 5.6%, and the Dow is actually in the negative, having dropped 0.9%. So why is that and, more importantly, can it be expected to continue?",https://finnhub.io/api/news?id=037248332c6066fac6a0af9e72669cd0447abc528e612aece4c0b051233ca1f5
company,1680260760,Announcing GuruFocus` Enhanced Technical Indicators Feature,119541508,,AAPL,GuruFocus,Looking for stock market analysis and research with proves results? Zacks.com offers in-depth financial research with over 30years of proven results.,https://finnhub.io/api/news?id=37f5410ec37eb3a98624aad1d896a789a0623db9e36102dcf8fb32dda7534d5b
company,1680260760,PayPal Stock: An Absurdly Cheap Fintech Play,119541507,,AAPL,GuruFocus,Looking for stock market analysis and research with proves results? Zacks.com offers in-depth financial research with over 30years of proven results.,https://finnhub.io/api/news?id=07e33b5118f7fd6bae37ec61b9758529576cc0c35fea1c5c6e0d04416e12c7ea
company,1680260580,What You Missed On Wall Street This Morning,119535821,,AAPL,Thefly.com,Looking for stock market analysis and research with proves results? Zacks.com offers in-depth financial research with over 30years of proven results.,https://finnhub.io/api/news?id=6d0969246513d0cbea66b78ff683d68f99d21a3b2f5bb66f8da311424a44ca91
company,1680260344,World Bank Warns Of 'Lost Decade': Stock Market Implications,119534919,https://static.seekingalpha.com/cdn/s3/uploads/getty_images/1372128397/image_1372128397.jpg?io=getty-c-w1536,AAPL,SeekingAlpha,The World Bank recently warned of a 'lost decade' for the global economy. We look at the impact that such a scenario would have on the market. Read more here.,https://finnhub.io/api/news?id=5a8ef8dbc10e088dc8ed42fd5c36fb16de9641064ab16b3910c4980653c17fe2
company,1680256800,World Bank Warns Of `Lost Decade`: Stock Market Implications,119536230,,AAPL,Seeking Alpha,Looking for stock market analysis and research with proves results? Zacks.com offers in-depth financial research with over 30years of proven results.,https://finnhub.io/api/news?id=0a28f1c3398b10cc2998381377f9b78a92d6f72ddae9173eecd1e2e200d62ac5
company,1680254340,"General Motors to phase out Apple CarPlay in electric vehicles, Reuters reports",119540154,,AAPL,Thefly.com,Looking for stock market analysis and research with proves results? Zacks.com offers in-depth financial research with over 30years of proven results.,https://finnhub.io/api/news?id=8597f6be4e9c01a7d7ffe92f06e1a525e5ceed3bb07e9082849a74fe77835ecc
company,1680253200,Annie Lamont,119556777,https://images.barrons.com/im-742775/social,AAPL,MarketWatch,Annie Lamont is co-founder and managing partner at Oak HC/FT.,https://finnhub.io/api/news?id=c7253dbb5588e1b1270ef07340a7977e0d85adf24e7ec725b2dde7f54231c210
company,1680250080,Here are the 20 best performing stocks of March — and the 20 worst,119532637,https://images.mktw.net/im-755024/social,AAPL,DowJones,"Investors have been moving money back into technology stocks and other sectors, while leaning away from financials.",https://finnhub.io/api/news?id=ed34fc60fdec95ff41a7247902f10da225ecdf7137b861bbf8b44a15fd0e58fd
company,1680249300,Notable open interest changes for March 31st,119536062,,AAPL,Thefly.com,Looking for stock market analysis and research with proves results? Zacks.com offers in-depth financial research with over 30years of proven results.,https://finnhub.io/api/news?id=ab813170ca7a718a177f7ed0a196f8d6bd4f8ec67b8a9e315d2da1aba831f051
company,1680248400,SPDR ETF Report - Event Of The Week Will Be Jobs Report,119556622,,AAPL,TalkMarkets,Looking for stock market analysis and research with proves results? Zacks.com offers in-depth financial research with over 30years of proven results.,https://finnhub.io/api/news?id=bd279a5d176f355acd2e200237691d1449ca0ecf2e73d0ddde58202ad4bd0b6b
company,1680247800,How Apple And Amazon Are Finding New Competitive Advantage Through Unlikely Source,119531971,https://static.seekingalpha.com/cdn/s3/uploads/getty_images/1466462249/image_1466462249.jpg?io=getty-c-w1536,AAPL,SeekingAlpha,"For Apple and Amazon, going theatrical allows them to build their own film brands and appease creatives. Read what could be next for AAPL and AMZN in the film space.",https://finnhub.io/api/news?id=98607e8bf58394bc91b07684a7e3b4ad2ab6ac4d78eaf6b06972712e4c714588
company,1680247708,"Retail traders 'truly trust' Apple and Microsoft, says IG North America CEO JJ Kinahan",119533301,https://image.cnbcfm.com/api/v1/image/107218352-16802592181680259215-28814736662-1080pnbcnews.jpg?v=1680262108&w=1920&h=1080,AAPL,CNBC,"JJ Kinahan, IG North America CEO, joins 'Squawk Box' to discuss the stocks that will lead the tech sector higher, how Kinahan would characterize the last three sessions, and more.",https://finnhub.io/api/news?id=04259d33ddc759a2cc4925f25e93632ce8dca84f619b32ba2350778513655e68
company,1680246900,Here are the 20 best performing stocks of March ��� and the 20 worst,119535178,,AAPL,MarketWatch,Looking for stock market analysis and research with proves results? Zacks.com offers in-depth financial research with over 30years of proven results.,https://finnhub.io/api/news?id=c48b1b705cc14e3434828ae7328112d1245c5b57c1aa19f62505ca6b1b1db3b5
company,1680246000,How To Avoid Losing Money Through The Volatility,119531540,https://static.seekingalpha.com/cdn/s3/uploads/getty_images/1451807039/image_1451807039.jpg?io=getty-c-w1536,AAPL,SeekingAlpha,"Kirk Spano, who runs Margin of Safety Investing, highlights small midcap opportunities, including regional banks.",https://finnhub.io/api/news?id=93225b2da0a47bb32d50c1e5ee83b58b82a8736a37bce3e6a30e51bdf720221b
company,1680243060,"Markets will see `dramatic drops` in inflation over couple of months - Kari Firestone, Aureus` CEO",119537517,,AAPL,Seeking Alpha,Looking for stock market analysis and research with proves results? Zacks.com offers in-depth financial research with over 30years of proven results.,https://finnhub.io/api/news?id=f84baae8b2badf383f54d6c8aba78731da14008ebefbc047fa74b3fd52153bb1
company,1680242040,2023 has been bad for the bears. Here are 5 reasons why it`s going to get even worse.,119535183,,AAPL,MarketWatch,Looking for stock market analysis and research with proves results? Zacks.com offers in-depth financial research with over 30years of proven results.,https://finnhub.io/api/news?id=a2e9508178632fbe9356c8d519755aa82b38f02415050edb2eb6fa5999cd6b74
company,1680236100,Are You Chasing This Market Rally?,119541518,,AAPL,TalkMarkets,Looking for stock market analysis and research with proves results? Zacks.com offers in-depth financial research with over 30years of proven results.,https://finnhub.io/api/news?id=6b84475a225d4f7b73c2ce7adce0c1079c77ba9308fde733623e41455b3e1d13
company,1680232620,What You Missed On Wall Street On Friday,119540158,,AAPL,Thefly.com,Looking for stock market analysis and research with proves results? Zacks.com offers in-depth financial research with over 30years of proven results.,https://finnhub.io/api/news?id=e3d0db6f5efd50be010f3bf629106f9aafdef18f637c7c139e107e7cd806e830
